,Date,Time,Latitude,Longitude,Depth,Magnitude,Year,Month,Country,Continent,MagGroup,DepthGroup,Tecto-setting,region
0,1965-01-02,0 days 13:44:18,19.246,145.616,131.6,6.0,1965,1,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Pacific
2,1965-01-05,0 days 18:05:58,-20.579,-173.972,20.0,6.2,1965,1,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
3,1965-01-08,0 days 18:49:43,-59.076,-23.557,15.0,5.8,1965,1,Undefined,Undefined,0.0,Shallow,Divergent,SouthAmerican-African
4,1965-01-09,0 days 13:32:50,11.938,126.427,15.0,5.8,1965,1,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
7,1965-01-15,0 days 23:17:42,-13.309,166.212,35.0,6.0,1965,1,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
8,1965-01-16,0 days 11:32:37,-56.452,-27.043,95.0,6.0,1965,1,Undefined,Undefined,0.0,Intermediate,Divergent,SouthAmerican-African
9,1965-01-17,0 days 10:43:17,-24.563,178.487,565.0,5.8,1965,1,Undefined,Undefined,0.0,Deep,Convergent,Australian-Pacific
13,1965-02-01,0 days 05:27:06,-18.697,-177.864,482.9,5.6,1965,2,Undefined,Undefined,0.0,Deep,Convergent,Australian-Pacific
15,1965-02-04,0 days 03:25:00,-51.84,139.741,10.0,6.1,1965,2,Undefined,Undefined,1.0,Shallow,Divergent,Australian-Antarctic
16,1965-02-04,0 days 05:01:22,51.251,178.715,30.3,8.7,1965,2,Undefined,Undefined,3.0,Shallow,Transform,NorthAmerican-Pacific
17,1965-02-04,0 days 06:04:59,51.639,175.055,30.0,6.0,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
18,1965-02-04,0 days 06:37:06,52.528,172.007,25.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
19,1965-02-04,0 days 06:39:32,51.626,175.746,25.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
20,1965-02-04,0 days 07:11:23,51.037,177.848,25.0,5.9,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
21,1965-02-04,0 days 07:14:59,51.73,173.975,20.0,5.9,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
22,1965-02-04,0 days 07:23:12,51.775,173.058,10.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
23,1965-02-04,0 days 07:43:43,52.611,172.588,24.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
24,1965-02-04,0 days 08:06:17,51.831,174.368,31.8,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
25,1965-02-04,0 days 08:33:41,51.948,173.969,20.0,5.6,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
27,1965-02-04,0 days 12:06:08,52.773,171.974,30.0,6.5,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
28,1965-02-04,0 days 12:50:59,51.772,174.696,20.0,5.6,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
29,1965-02-04,0 days 14:18:29,52.975,171.091,25.0,6.4,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
30,1965-02-04,0 days 15:51:25,52.99,170.874,25.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
31,1965-02-04,0 days 18:34:12,51.536,175.045,25.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
32,1965-02-04,0 days 19:44:04,13.245,-44.922,10.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Divergent,North-American-African
33,1965-02-04,0 days 22:30:03,51.812,174.206,10.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
34,1965-02-05,0 days 06:39:50,51.762,174.841,25.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
35,1965-02-05,0 days 09:32:11,52.438,174.321,39.5,6.3,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
36,1965-02-05,0 days 13:38:47,51.946,173.84,30.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
37,1965-02-05,0 days 20:47:12,51.738,174.566,20.0,6.0,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
38,1965-02-05,0 days 22:16:02,51.487,176.558,30.4,5.6,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
39,1965-02-06,0 days 01:40:32,53.008,-162.008,17.8,6.4,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
40,1965-02-06,0 days 04:02:54,52.184,175.505,27.7,6.2,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
41,1965-02-06,0 days 07:14:45,52.076,172.918,30.1,5.6,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
42,1965-02-06,0 days 12:22:28,51.744,175.213,37.4,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
43,1965-02-06,0 days 14:11:11,52.057,174.116,17.5,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
44,1965-02-06,0 days 16:50:29,53.191,-161.859,22.5,6.3,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
45,1965-02-06,0 days 18:10:30,51.447,176.469,25.2,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
46,1965-02-07,0 days 02:17:08,51.258,173.393,17.7,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
47,1965-02-07,0 days 04:11:22,52.031,175.411,25.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
51,1965-02-09,0 days 17:37:17,52.815,171.904,30.0,6.0,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
52,1965-02-12,0 days 00:55:10,52.188,172.752,25.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
53,1965-02-15,0 days 01:25:07,51.009,179.325,20.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
56,1965-02-17,0 days 10:18:51,51.694,176.446,30.0,5.7,1965,2,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
57,1965-02-17,0 days 18:23:57,21.527,143.081,340.0,5.6,1965,2,Undefined,Undefined,0.0,Deep,Convergent,Philippine-Pacific
61,1965-02-21,0 days 11:14:18,-15.343,-172.889,35.0,5.8,1965,2,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
64,1965-02-25,0 days 05:22:14,51.884,173.072,20.3,6.2,1965,2,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
66,1965-02-27,0 days 07:46:25,28.133,-112.208,10.0,6.0,1965,2,Undefined,Undefined,0.0,Shallow,Convergent,Carribean-Cocos
68,1965-03-01,0 days 08:18:57,21.104,121.218,30.0,5.7,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
70,1965-03-01,0 days 13:20:57,21.122,121.148,30.0,5.6,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
74,1965-03-03,0 days 14:39:02,-27.145,-177.262,15.0,5.6,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
76,1965-03-03,0 days 16:47:28,53.046,171.308,25.7,6.3,1965,3,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
78,1965-03-05,0 days 06:15:04,50.928,179.511,30.0,5.5,1965,3,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
79,1965-03-05,0 days 13:42:47,52.39,174.937,35.0,5.6,1965,3,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
81,1965-03-05,0 days 17:59:16,52.416,174.239,35.0,5.6,1965,3,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
82,1965-03-06,0 days 11:10:51,-18.425,-132.923,10.0,5.6,1965,3,Undefined,Undefined,0.0,Shallow,Divergent,Nazca-Pacific
84,1965-03-07,0 days 01:43:11,-29.998,-177.968,50.0,6.0,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
86,1965-03-13,0 days 07:33:24,53.292,-162.331,20.0,5.7,1965,3,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
89,1965-03-16,0 days 16:46:17,40.697,143.032,32.1,6.4,1965,3,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
90,1965-03-17,0 days 14:27:15,52.785,171.821,25.0,6.0,1965,3,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
91,1965-03-18,0 days 06:22:12,-20.036,-175.89,224.9,6.3,1965,3,Undefined,Undefined,1.0,Intermediate,Convergent,Australian-Pacific
92,1965-03-18,0 days 12:40:45,-55.857,-26.758,35.0,5.7,1965,3,Undefined,Undefined,0.0,Shallow,Divergent,SouthAmerican-African
95,1965-03-22,0 days 02:44:49,-15.262,-173.254,30.5,6.5,1965,3,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
97,1965-03-23,0 days 23:54:05,-15.382,-173.194,25.0,6.2,1965,3,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
98,1965-03-24,0 days 22:42:12,8.418,126.553,55.0,5.7,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
101,1965-03-29,0 days 10:47:38,40.687,142.915,30.0,6.4,1965,3,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
102,1965-03-30,0 days 00:21:00,-20.502,-173.701,20.0,5.9,1965,3,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
103,1965-03-30,0 days 02:27:06,50.282,177.959,20.0,7.6,1965,3,Undefined,Undefined,2.0,Shallow,Transform,NorthAmerican-Pacific
106,1965-04-03,0 days 11:20:43,15.8,-98.067,10.0,5.8,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Carribean-Cocos
107,1965-04-04,0 days 13:30:39,51.865,175.172,30.7,5.7,1965,4,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
108,1965-04-04,0 days 15:36:13,-27.088,-176.046,25.0,5.6,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
110,1965-04-05,0 days 13:52:12,44.812,150.871,39.2,5.7,1965,4,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
113,1965-04-08,0 days 13:43:54,52.192,173.437,25.0,6.1,1965,4,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
114,1965-04-09,0 days 10:45:26,-32.707,-178.207,20.0,6.0,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
115,1965-04-09,0 days 23:57:06,35.047,24.318,65.0,6.2,1965,4,Undefined,Undefined,1.0,Shallow,Convergent,African-Eurasian
116,1965-04-10,0 days 14:46:51,-20.455,-173.621,17.5,5.7,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
118,1965-04-10,0 days 22:53:05,-13.409,170.376,635.0,6.3,1965,4,Undefined,Undefined,1.0,Deep,Convergent,Australian-Pacific
119,1965-04-11,0 days 00:11:11,-42.692,174.205,20.0,5.9,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
120,1965-04-11,0 days 18:51:37,-26.168,178.628,570.0,5.7,1965,4,Undefined,Undefined,0.0,Deep,Convergent,Australian-Pacific
121,1965-04-12,0 days 20:41:17,30.317,138.702,421.7,5.6,1965,4,Undefined,Undefined,0.0,Deep,Convergent,Philippine-Eurasian
122,1965-04-15,0 days 05:09:50,25.08,122.897,165.0,5.6,1965,4,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Eurasian
124,1965-04-18,0 days 06:33:58,41.46,-127.416,10.0,5.9,1965,4,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
125,1965-04-18,0 days 09:39:19,-59.687,-26.454,25.0,6.1,1965,4,Undefined,Undefined,1.0,Shallow,Divergent,SouthAmerican-African
126,1965-04-18,0 days 12:41:56,-59.586,-26.372,25.0,6.1,1965,4,Undefined,Undefined,1.0,Shallow,Divergent,SouthAmerican-African
128,1965-04-24,0 days 21:55:29,11.451,140.231,70.0,5.8,1965,4,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Pacific
129,1965-04-25,0 days 01:00:15,24.409,142.776,30.0,6.0,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Pacific
132,1965-04-26,0 days 22:15:45,21.045,120.798,37.1,6.1,1965,4,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
135,1965-04-27,0 days 20:09:17,1.333,-85.075,15.0,5.8,1965,4,Undefined,Undefined,0.0,Shallow,Convergent,Carribean-Cocos
139,1965-05-02,0 days 07:13:45,28.927,128.769,22.5,5.8,1965,5,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
154,1965-05-22,0 days 10:31:39,-21.126,-178.537,553.8,6.1,1965,5,Undefined,Undefined,1.0,Deep,Convergent,Australian-Pacific
155,1965-05-23,0 days 23:46:15,52.149,175.119,28.5,6.0,1965,5,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
157,1965-05-25,0 days 13:07:51,51.227,178.882,30.1,5.8,1965,5,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
158,1965-05-26,0 days 19:44:13,-55.957,-27.875,125.0,6.0,1965,5,Undefined,Undefined,0.0,Intermediate,Divergent,SouthAmerican-African
160,1965-06-02,0 days 05:13:00,-23.54,-179.917,540.0,5.7,1965,6,Undefined,Undefined,0.0,Deep,Convergent,Australian-Pacific
161,1965-06-02,0 days 23:40:23,15.674,-46.712,12.5,5.9,1965,6,Undefined,Undefined,0.0,Shallow,Divergent,North-American-African
163,1965-06-11,0 days 02:37:35,51.884,174.015,20.0,5.6,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
164,1965-06-11,0 days 03:33:47,44.608,149.022,40.7,7.0,1965,6,Undefined,Undefined,2.0,Shallow,Transform,NorthAmerican-Pacific
165,1965-06-11,0 days 03:34:04,44.578,148.699,58.0,7.2,1965,6,Undefined,Undefined,2.0,Shallow,Transform,NorthAmerican-Pacific
166,1965-06-11,0 days 07:11:04,44.133,149.255,31.6,5.5,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
167,1965-06-11,0 days 07:27:44,44.112,149.539,35.0,5.6,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
168,1965-06-11,0 days 08:41:01,44.299,149.032,32.6,5.7,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
169,1965-06-12,0 days 05:28:40,44.167,149.87,35.0,5.6,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
170,1965-06-12,0 days 05:40:58,43.775,149.448,38.0,5.7,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
171,1965-06-12,0 days 06:03:33,43.804,149.351,35.0,5.7,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
172,1965-06-12,0 days 18:45:44,43.885,149.339,35.0,5.5,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
174,1965-06-13,0 days 07:06:15,41.705,143.727,38.1,6.1,1965,6,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
176,1965-06-14,0 days 07:30:42,-39.902,45.55,10.0,5.6,1965,6,Undefined,Undefined,0.0,Shallow,Divergent,Antarctic-African
178,1965-06-15,0 days 23:10:29,-21.025,173.574,25.0,6.2,1965,6,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
180,1965-06-20,0 days 01:57:26,44.505,149.218,45.0,5.6,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
181,1965-06-20,0 days 18:04:34,42.973,-126.652,10.0,5.5,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
183,1965-06-22,0 days 23:48:07,7.175,123.613,40.0,6.3,1965,6,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
184,1965-06-23,0 days 11:09:17,56.543,-152.948,20.0,6.5,1965,6,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
186,1965-06-27,0 days 09:45:45,-54.437,4.965,10.0,5.7,1965,6,Undefined,Undefined,0.0,Shallow,Divergent,Antarctic-African
191,1965-06-30,0 days 08:33:33,51.813,176.53,44.6,5.7,1965,6,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
192,1965-07-01,0 days 23:12:42,-63.159,-163.707,10.0,6.1,1965,7,Undefined,Undefined,1.0,Shallow,Divergent,Antarctic-Pacific
193,1965-07-02,0 days 20:58:40,52.99,-167.739,45.0,7.8,1965,7,Undefined,Undefined,2.0,Shallow,Transform,NorthAmerican-Pacific
195,1965-07-06,0 days 03:04:21,-22.567,172.939,35.0,5.8,1965,7,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
197,1965-07-06,0 days 04:08:49,46.591,152.467,45.0,5.6,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
204,1965-07-21,0 days 17:52:33,53.318,170.365,28.8,5.5,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
206,1965-07-25,0 days 13:33:04,41.278,146.682,15.0,5.6,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
207,1965-07-25,0 days 21:46:45,51.472,175.894,20.1,5.7,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
209,1965-07-29,0 days 08:29:24,51.05,-171.289,21.4,6.8,1965,7,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
210,1965-07-29,0 days 12:20:21,50.799,-171.607,15.0,5.7,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
211,1965-07-29,0 days 15:08:37,51.076,-171.466,20.0,5.6,1965,7,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
213,1965-08-01,0 days 23:44:29,-32.441,-178.803,45.0,5.9,1965,8,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Pacific
214,1965-08-02,0 days 13:19:57,-56.046,157.922,10.0,7.3,1965,8,Undefined,Undefined,2.0,Shallow,Divergent,Australian-Antarctic
233,1965-08-16,0 days 12:36:22,-0.53,-19.951,15.0,6.2,1965,8,Undefined,Undefined,1.0,Shallow,Divergent,SouthAmerican-African
239,1965-08-20,0 days 21:21:52,-22.887,-176.194,75.0,6.1,1965,8,Undefined,Undefined,1.0,Intermediate,Convergent,Australian-Pacific
240,1965-08-21,0 days 15:04:20,-5.921,103.993,45.0,5.6,1965,8,Undefined,Undefined,0.0,Shallow,Convergent,Indian-Eurasian
244,1965-08-27,0 days 18:22:03,44.453,149.06,30.0,5.7,1965,8,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
247,1965-09-01,0 days 04:47:33,-34.596,179.922,100.0,5.8,1965,9,Undefined,Undefined,0.0,Intermediate,Convergent,Australian-Pacific
248,1965-09-02,0 days 04:26:39,51.867,175.451,31.0,5.5,1965,9,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
249,1965-09-04,0 days 10:19:51,46.515,153.387,15.0,5.9,1965,9,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
252,1965-09-09,0 days 10:02:26,6.47,-84.408,15.0,6.2,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Carribean-Cocos
253,1965-09-11,0 days 06:53:01,-5.349,152.955,44.6,6.2,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
254,1965-09-12,0 days 08:40:10,-6.209,151.651,15.0,6.1,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
255,1965-09-12,0 days 22:02:35,-6.416,70.726,25.0,6.3,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,African-Australian
257,1965-09-13,0 days 16:15:45,-36.448,-97.6,15.0,6.1,1965,9,Undefined,Undefined,1.0,Shallow,Divergent,Nazca-Pacific
258,1965-09-14,0 days 08:27:18,8.382,126.895,35.0,5.8,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
261,1965-09-17,0 days 14:22:38,36.269,141.533,35.0,5.8,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
262,1965-09-17,0 days 15:18:36,36.245,141.53,35.0,5.9,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
263,1965-09-17,0 days 16:21:20,36.27,141.361,35.0,6.8,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
264,1965-09-18,0 days 22:03:12,8.188,126.874,25.0,6.0,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
265,1965-09-21,0 days 01:38:31,28.952,128.227,197.6,6.7,1965,9,Undefined,Undefined,1.0,Intermediate,Convergent,Philippine-Eurasian
268,1965-09-22,0 days 22:08:01,36.395,141.46,35.0,6.3,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
269,1965-09-24,0 days 23:53:43,13.092,145.167,45.0,5.6,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Pacific
270,1965-09-25,0 days 14:53:34,39.626,143.357,27.5,5.7,1965,9,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
271,1965-09-26,0 days 21:33:52,-54.757,-38.244,10.0,5.8,1965,9,Undefined,Undefined,0.0,Shallow,Divergent,SouthAmerican-African
272,1965-09-27,0 days 05:09:13,51.752,175.5,35.0,5.6,1965,9,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
273,1965-09-28,0 days 05:06:40,-28.278,-177.999,25.0,6.5,1965,9,Undefined,Undefined,1.0,Shallow,Convergent,Australian-Pacific
274,1965-09-30,0 days 23:47:42,59.28,-144.06,20.0,6.1,1965,9,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
275,1965-10-01,0 days 08:52:06,49.937,178.166,19.7,6.8,1965,10,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
276,1965-10-01,0 days 13:22:29,-19.921,174.48,545.5,6.2,1965,10,Undefined,Undefined,1.0,Deep,Convergent,Australian-Pacific
277,1965-10-01,0 days 22:34:23,-60.468,-24.551,10.0,6.0,1965,10,Undefined,Undefined,0.0,Shallow,Divergent,SouthAmerican-African
278,1965-10-03,0 days 14:45:31,49.426,156.417,50.0,5.9,1965,10,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
279,1965-10-03,0 days 16:14:57,-42.969,-75.225,22.2,5.9,1965,10,Undefined,Undefined,0.0,Shallow,Convergent,SouthAmerican-Nazca
280,1965-10-07,0 days 03:36:02,12.347,114.485,20.0,5.9,1965,10,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
281,1965-10-10,0 days 17:25:41,-59.225,-25.091,20.0,5.8,1965,10,Undefined,Undefined,0.0,Shallow,Divergent,SouthAmerican-African
282,1965-10-12,0 days 13:41:01,56.19,-153.615,25.0,5.6,1965,10,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
283,1965-10-16,0 days 08:22:55,3.113,128.558,192.4,5.7,1965,10,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Eurasian
286,1965-10-19,0 days 20:48:49,52.366,174.254,35.0,6.1,1965,10,Undefined,Undefined,1.0,Shallow,Transform,NorthAmerican-Pacific
289,1965-10-24,0 days 18:15:10,49.646,156.116,60.0,5.6,1965,10,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
293,1965-11-03,0 days 18:21:08,-22.457,-113.788,15.0,6.1,1965,11,Undefined,Undefined,1.0,Shallow,Divergent,Nazca-Pacific
295,1965-11-06,0 days 09:21:47,-22.126,-113.928,15.0,6.2,1965,11,Undefined,Undefined,1.0,Shallow,Divergent,Nazca-Pacific
299,1965-11-14,0 days 05:54:13,36.514,141.229,40.0,5.7,1965,11,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
300,1965-11-15,0 days 11:18:50,-0.224,-18.645,10.0,6.1,1965,11,Undefined,Undefined,1.0,Shallow,Divergent,SouthAmerican-African
301,1965-11-16,0 days 06:45:59,6.553,126.903,110.0,5.9,1965,11,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Eurasian
302,1965-11-16,0 days 15:24:44,30.887,-41.479,10.0,6.0,1965,11,Undefined,Undefined,0.0,Shallow,Divergent,North-American-African
303,1965-11-16,0 days 17:05:41,25.449,125.319,94.7,5.7,1965,11,Undefined,Undefined,0.0,Intermediate,Convergent,Philippine-Eurasian
305,1965-11-18,0 days 20:00:21,-18.855,-177.721,430.0,6.5,1965,11,Undefined,Undefined,1.0,Deep,Convergent,Australian-Pacific
306,1965-11-18,0 days 21:58:19,53.909,160.579,45.0,6.0,1965,11,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
310,1965-11-22,0 days 20:25:31,51.361,-179.716,25.0,5.9,1965,11,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
311,1965-11-23,0 days 01:17:30,2.983,124.831,20.0,6.2,1965,11,Undefined,Undefined,1.0,Shallow,Convergent,Philippine-Eurasian
312,1965-11-23,0 days 02:17:50,51.42,-179.7,30.0,5.6,1965,11,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
313,1965-11-23,0 days 16:31:06,-8.666,111.103,55.0,5.8,1965,11,Undefined,Undefined,0.0,Shallow,Convergent,Australian-Eurasian
314,1965-11-27,0 days 08:42:24,33.011,141.079,60.0,5.6,1965,11,Undefined,Undefined,0.0,Shallow,Convergent,Philippine-Eurasian
319,1965-12-04,0 days 02:11:50,51.101,-170.604,15.0,5.8,1965,12,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
321,1965-12-06,0 days 11:34:55,18.919,-107.176,25.0,6.7,1965,12,Undefined,Undefined,1.0,Shallow,Convergent,Carribean-Cocos
323,1965-12-08,0 days 18:05:27,-37.199,177.558,175.0,6.0,1965,12,Undefined,Undefined,0.0,Intermediate,Convergent,Australian-Pacific
327,1965-12-13,0 days 10:52:11,44.688,149.939,29.2,6.0,1965,12,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
328,1965-12-13,0 days 14:46:12,44.757,150.195,23.1,5.6,1965,12,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
329,1965-12-15,0 days 19:19:49,-56.722,-141.439,15.0,5.8,1965,12,Undefined,Undefined,0.0,Shallow,Divergent,Antarctic-Pacific
331,1965-12-22,0 days 00:28:51,52.293,160.356,26.9,5.8,1965,12,Undefined,Undefined,0.0,Shallow,Transform,NorthAmerican-Pacific
339,1966-01-05,0 days 17:21:29,13.248,95.42,25.0,5.8,1966,1,Undefined,Undefined,0.0,Shallow,Convergent,Indian-Eurasian
