,0
2763,350
2764,-1
2765,-1
2766,-1
2767,475
2768,-1
2769,-1
2770,439
2771,475
2772,475
2773,842
2774,589
2775,432
2776,432
2777,826
2778,-1
2779,-1
2780,529
2781,-1
2782,-1
2783,-1
2784,-1
2785,283
2786,283
2787,283
2788,-1
2789,283
2790,276
2791,-1
2792,-1
2793,242
2794,280
2795,-1
2796,302
2797,657
2798,284
2799,724
2800,273
2801,-1
2802,-1
2803,562
2804,694
2805,-1
2806,280
2807,-1
2808,322
2809,631
2810,-1
2811,-1
2812,-1
2813,422
2814,840
2815,-1
2816,751
2817,-1
2818,-1
2819,775
2820,302
2821,302
2822,302
2823,302
2824,-1
2825,-1
2826,306
2827,-1
2828,-1
2829,302
2830,-1
2831,284
2832,313
2833,442
2834,-1
2835,313
2836,-1
2837,735
2838,128
2839,580
2840,449
2841,-1
2842,357
2843,430
2844,438
2845,-1
2846,514
2847,519
2848,147
2849,-1
2850,397
2851,301
2852,-1
2853,402
2854,-1
2855,501
2856,835
2857,339
2858,404
2859,101
2860,-1
2861,730
2862,218
2863,90
2864,730
2865,730
2866,552
2867,-1
2868,631
2869,-1
2870,-1
2871,-1
2872,54
2873,-1
2874,54
2875,-1
2876,446
2877,53
2878,-1
2879,569
2880,-1
2881,614
2882,153
2883,152
2884,276
2885,840
2886,154
2887,-1
2888,-1
2889,-1
2890,-1
2891,491
2892,641
2893,-1
2894,854
2895,216
2896,-1
2897,92
2898,-1
2899,320
2900,-1
2901,300
2902,54
2903,113
2904,467
2905,471
2906,-1
2907,440
2908,-1
2909,833
2910,557
2911,-1
2912,-1
2913,625
2914,-1
2915,401
2916,-1
2917,463
2918,242
2919,-1
2920,-1
2921,518
2922,392
2923,234
2924,51
2925,614
2926,-1
2927,278
2928,328
2929,328
2930,520
2931,338
2932,-1
2933,197
2934,483
2935,-1
2936,458
2937,-1
2938,484
2939,-1
2940,-1
2941,735
2942,633
2943,-1
2944,-1
2945,185
2946,-1
2947,-1
2948,294
2949,-1
2950,-1
2951,563
2952,-1
2953,-1
2954,318
2955,-1
2956,-1
2957,-1
2958,566
2959,-1
2960,289
2961,96
2962,287
2963,-1
2964,19
2965,-1
2966,-1
2967,853
2968,216
2969,102
2970,-1
2971,-1
2972,315
2973,692
2974,311
2975,-1
2976,398
2977,398
2978,-1
2979,-1
2980,-1
2981,-1
2982,372
2983,371
2984,79
2985,35
2986,-1
2987,29
2988,-1
2989,592
2990,-1
2991,307
2992,305
2993,788
2994,307
2995,-1
2996,305
2997,-1
2998,27
2999,-1
3000,439
3001,-1
3002,-1
3003,-1
3004,-1
3005,456
3006,-1
3007,691
3008,68
3009,-1
3010,-1
3011,625
3012,498
3013,832
3014,832
3015,766
3016,580
3017,-1
3018,-1
3019,-1
3020,688
3021,-1
3022,-1
3023,514
3024,614
3025,-1
3026,456
3027,-1
3028,213
3029,-1
3030,307
3031,305
3032,-1
3033,109
3034,484
3035,-1
3036,76
3037,341
3038,-1
3039,-1
3040,-1
3041,-1
3042,230
3043,-1
3044,-1
3045,612
3046,260
3047,-1
3048,436
3049,-1
3050,444
3051,436
3052,-1
3053,24
3054,651
3055,-1
3056,414
3057,278
3058,846
3059,612
3060,580
3061,-1
3062,667
3063,179
3064,797
3065,-1
3066,702
3067,-1
3068,823
3069,841
3070,-1
3071,556
3072,846
3073,32
3074,823
3075,32
3076,7
3077,-1
3078,840
3079,-1
3080,-1
3081,614
3082,-1
3083,846
3084,-1
3085,-1
3086,680
3087,-1
3088,-1
3089,-1
3090,422
3091,-1
3092,-1
3093,221
3094,571
3095,571
3096,709
3097,351
3098,-1
3099,104
3100,-1
3101,-1
3102,27
3103,846
3104,-1
3105,-1
3106,-1
3107,160
3108,434
3109,592
3110,-1
3111,-1
3112,205
3113,846
3114,310
3115,-1
3116,-1
3117,846
3118,109
3119,132
3120,-1
3121,-1
3122,-1
3123,-1
3124,493
3125,-1
3126,673
3127,-1
3128,560
3129,558
3130,361
3131,361
3132,571
3133,314
3134,-1
3135,267
3136,493
3137,626
3138,-1
3139,-1
3140,-1
3141,-1
3142,-1
3143,410
3144,-1
3145,-1
3146,846
3147,846
3148,321
3149,38
3150,38
3151,41
3152,490
3153,-1
3154,153
3155,10
3156,283
3157,366
3158,-1
3159,36
3160,-1
3161,652
3162,846
3163,-1
3164,-1
3165,722
3166,298
3167,41
3168,89
3169,89
3170,89
3171,-1
3172,370
3173,5
3174,467
3175,134
3176,-1
3177,-1
3178,178
3179,178
3180,-1
3181,-1
3182,-1
3183,-1
3184,-1
3185,-1
3186,-1
3187,431
3188,-1
3189,-1
3190,-1
3191,-1
3192,-1
3193,-1
3194,-1
3195,442
3196,-1
3197,-1
3198,-1
3199,-1
3200,112
3201,388
3202,-1
3203,697
3204,87
3205,385
3206,-1
3207,616
3208,679
3209,679
3210,131
3211,395
3212,-1
3213,538
3214,190
3215,-1
3216,393
3217,-1
3218,782
3219,764
3220,846
3221,-1
3222,637
3223,637
3224,-1
3225,-1
3226,223
3227,-1
3228,452
3229,452
3230,-1
3231,-1
3232,-1
3233,-1
3234,397
3235,-1
3236,-1
3237,603
3238,-1
3239,394
3240,396
3241,-1
3242,397
3243,393
3244,-1
3245,-1
3246,-1
3247,675
3248,-1
3249,392
3250,392
3251,-1
3252,130
3253,417
3254,-1
3255,131
3256,772
3257,195
3258,144
3259,127
3260,-1
3261,-1
3262,824
3263,824
3264,824
3265,-1
3266,498
3267,154
3268,686
3269,818
3270,-1
3271,-1
3272,-1
3273,773
3274,-1
3275,33
3276,846
3277,846
3278,-1
3279,-1
3280,123
3281,487
3282,23
3283,401
3284,-1
3285,110
3286,87
3287,-1
3288,-1
3289,-1
3290,846
3291,80
3292,-1
3293,-1
3294,14
3295,-1
3296,-1
3297,245
3298,-1
3299,553
3300,500
3301,-1
3302,-1
3303,326
3304,110
3305,390
3306,700
3307,360
3308,464
3309,698
3310,787
3311,-1
3312,128
3313,-1
3314,-1
3315,482
3316,-1
3317,550
3318,419
3319,395
3320,223
3321,517
3322,404
3323,-1
3324,403
3325,-1
3326,-1
3327,-1
3328,345
3329,-1
3330,724
3331,737
3332,-1
3333,511
3334,737
3335,-1
3336,-1
3337,-1
3338,-1
3339,326
3340,199
3341,-1
3342,-1
3343,198
3344,198
3345,199
3346,-1
3347,-1
3348,583
3349,95
3350,-1
3351,199
3352,199
3353,168
3354,-1
3355,-1
3356,375
3357,777
3358,124
3359,199
3360,330
3361,198
3362,-1
3363,528
3364,-1
3365,-1
3366,-1
3367,-1
3368,86
3369,345
3370,601
3371,-1
3372,-1
3373,617
3374,548
3375,400
3376,308
3377,308
3378,601
3379,308
3380,307
3381,-1
3382,630
3383,-1
3384,-1
3385,-1
3386,-1
3387,-1
3388,75
3389,699
3390,847
3391,-1
3392,127
3393,394
3394,834
3395,513
3396,-1
3397,26
3398,764
3399,413
3400,212
3401,101
3402,386
3403,-1
3404,765
3405,-1
3406,226
3407,-1
3408,337
3409,806
3410,420
3411,595
3412,-1
3413,226
3414,226
3415,783
3416,-1
3417,-1
3418,-1
3419,825
3420,669
3421,72
3422,-1
3423,651
3424,605
3425,-1
3426,686
3427,594
3428,594
3429,594
3430,594
3431,75
3432,500
3433,-1
3434,346
3435,498
3436,30
3437,30
3438,47
3439,89
3440,13
3441,-1
3442,-1
3443,786
3444,-1
3445,347
3446,75
3447,611
3448,696
3449,714
3450,-1
3451,698
3452,-1
3453,235
3454,186
3455,291
3456,716
3457,-1
3458,-1
3459,696
3460,212
3461,352
3462,99
3463,-1
3464,827
3465,180
3466,-1
3467,-1
3468,-1
3469,99
3470,480
3471,-1
3472,-1
3473,-1
3474,670
3475,-1
3476,44
3477,44
3478,339
3479,-1
3480,-1
3481,235
3482,403
3483,216
3484,-1
3485,601
3486,835
3487,701
3488,-1
3489,-1
3490,-1
3491,275
3492,-1
3493,-1
3494,708
3495,-1
3496,737
3497,303
3498,-1
3499,579
3500,-1
3501,-1
3502,322
3503,751
3504,351
3505,-1
3506,-1
3507,138
3508,207
3509,-1
3510,-1
3511,312
3512,-1
3513,663
3514,-1
3515,-1
3516,-1
3517,381
3518,-1
3519,87
3520,-1
3521,227
3522,-1
3523,637
3524,-1
3525,696
3526,-1
3527,492
3528,-1
3529,382
3530,794
3531,-1
3532,369
3533,341
3534,649
3535,188
3536,-1
3537,-1
3538,693
3539,591
3540,-1
3541,-1
3542,834
3543,672
3544,-1
3545,672
3546,437
3547,775
3548,455
3549,325
3550,749
3551,-1
3552,683
3553,572
3554,572
3555,506
3556,441
3557,595
3558,540
3559,541
3560,541
3561,577
3562,577
3563,267
3564,267
3565,218
3566,-1
3567,786
3568,314
3569,171
3570,-1
3571,690
3572,179
3573,382
3574,-1
3575,-1
3576,657
3577,590
3578,205
3579,544
3580,-1
3581,241
3582,-1
3583,-1
3584,816
3585,244
3586,-1
3587,544
3588,-1
3589,642
3590,345
3591,-1
3592,-1
3593,-1
3594,363
3595,681
3596,712
3597,678
3598,-1
3599,388
3600,537
3601,575
3602,-1
3603,591
3604,330
3605,750
3606,203
3607,455
3608,-1
3609,-1
3610,762
3611,324
3612,-1
3613,-1
3614,212
3615,-1
3616,-1
3617,687
3618,451
3619,34
3620,696
3621,34
3622,-1
3623,451
3624,34
3625,5
3626,34
3627,34
3628,395
3629,451
3630,451
3631,-1
3632,-1
3633,179
3634,34
3635,534
3636,467
3637,-1
3638,766
3639,-1
3640,231
3641,-1
3642,844
3643,708
3644,-1
3645,579
3646,739
3647,750
3648,-1
3649,-1
3650,325
3651,717
3652,-1
3653,-1
3654,108
3655,463
3656,345
3657,642
3658,605
3659,448
3660,-1
3661,691
3662,363
3663,-1
3664,448
3665,-1
3666,-1
3667,131
3668,641
3669,-1
3670,359
3671,171
3672,281
3673,334
3674,-1
3675,311
3676,-1
3677,-1
3678,106
3679,349
3680,-1
3681,20
3682,-1
3683,-1
3684,158
3685,166
3686,492
3687,326
3688,326
3689,634
3690,-1
3691,-1
3692,326
3693,326
3694,-1
3695,244
3696,-1
3697,-1
3698,-1
3699,-1
3700,7
3701,643
3702,644
3703,652
3704,-1
3705,90
3706,-1
3707,599
3708,471
3709,330
3710,471
3711,471
3712,471
3713,471
3714,471
3715,-1
3716,-1
3717,194
3718,383
3719,401
3720,423
3721,695
3722,-1
3723,471
3724,-1
3725,471
3726,664
3727,525
3728,694
3729,471
3730,-1
3731,302
3732,-1
3733,383
3734,-1
3735,414
3736,-1
3737,-1
3738,511
3739,361
3740,-1
3741,407
3742,658
3743,160
3744,-1
3745,228
3746,-1
3747,616
3748,766
3749,-1
3750,292
3751,216
3752,792
3753,790
3754,-1
3755,-1
3756,-1
3757,-1
3758,280
3759,-1
3760,487
3761,791
3762,343
3763,792
3764,-1
3765,-1
3766,-1
3767,345
3768,-1
3769,-1
3770,-1
3771,-1
3772,744
3773,125
3774,455
3775,-1
3776,632
3777,549
3778,238
3779,-1
3780,139
3781,-1
3782,-1
3783,581
3784,-1
3785,-1
3786,-1
3787,124
3788,515
3789,-1
3790,376
3791,-1
3792,-1
3793,-1
3794,76
3795,11
3796,114
3797,-1
3798,775
3799,468
3800,602
3801,517
3802,695
3803,-1
3804,156
3805,854
3806,854
3807,580
3808,607
3809,607
3810,-1
3811,790
3812,128
3813,128
3814,-1
3815,608
3816,134
3817,13
3818,13
3819,-1
3820,-1
3821,-1
3822,712
3823,-1
3824,-1
3825,488
3826,648
3827,655
3828,-1
3829,-1
3830,482
3831,730
3832,793
3833,720
3834,522
3835,-1
3836,-1
3837,266
3838,266
3839,266
3840,266
3841,266
3842,705
3843,-1
3844,854
3845,468
3846,-1
3847,-1
3848,570
3849,570
3850,524
3851,-1
3852,443
3853,-1
3854,-1
3855,-1
3856,736
3857,518
3858,833
3859,781
3860,-1
3861,669
3862,669
3863,169
3864,-1
3865,706
3866,763
3867,595
3868,133
3869,602
3870,786
3871,783
3872,-1
3873,-1
3874,-1
3875,-1
3876,145
3877,48
3878,-1
3879,689
3880,547
3881,-1
3882,-1
3883,-1
3884,258
3885,388
3886,604
3887,781
3888,-1
3889,-1
3890,-1
3891,543
3892,543
3893,-1
3894,-1
3895,624
3896,224
3897,625
3898,747
3899,665
3900,-1
3901,-1
3902,851
3903,-1
3904,175
3905,421
3906,-1
3907,-1
3908,353
3909,-1
3910,657
3911,678
3912,189
3913,465
3914,-1
3915,-1
3916,170
3917,385
3918,151
3919,2
3920,-1
3921,322
3922,-1
3923,464
3924,186
3925,-1
3926,-1
3927,658
3928,635
3929,-1
3930,635
3931,565
3932,760
3933,634
3934,523
3935,389
3936,230
3937,708
3938,285
3939,285
3940,285
3941,285
3942,-1
3943,-1
3944,-1
3945,-1
3946,285
3947,285
3948,-1
3949,572
3950,572
3951,-1
3952,418
3953,418
3954,285
3955,-1
3956,660
3957,-1
3958,398
3959,-1
3960,365
3961,736
3962,-1
3963,736
3964,583
3965,344
3966,755
3967,583
3968,248
3969,-1
3970,303
3971,485
3972,139
3973,-1
3974,169
3975,350
3976,413
3977,810
3978,282
3979,135
3980,284
3981,304
3982,58
3983,45
3984,340
3985,324
3986,-1
3987,-1
3988,226
3989,611
3990,517
3991,-1
3992,55
3993,853
3994,195
3995,303
3996,-1
3997,-1
3998,625
3999,-1
4000,-1
4001,-1
4002,-1
4003,-1
4004,223
4005,223
4006,749
4007,827
4008,612
4009,-1
4010,-1
4011,720
4012,-1
4013,-1
4014,373
4015,-1
4016,-1
4017,-1
4018,29
4019,-1
4020,28
4021,363
4022,634
4023,29
4024,556
4025,-1
4026,377
4027,302
4028,131
4029,-1
4030,-1
4031,-1
4032,-1
4033,167
4034,167
4035,167
4036,167
4037,168
4038,-1
4039,167
4040,163
4041,163
4042,163
4043,-1
4044,165
4045,163
4046,163
4047,168
4048,168
4049,744
4050,780
4051,-1
4052,168
4053,-1
4054,-1
4055,-1
4056,31
4057,383
4058,105
4059,-1
4060,-1
4061,89
4062,851
4063,-1
4064,369
4065,-1
4066,-1
4067,-1
4068,-1
4069,-1
4070,-1
4071,520
4072,253
4073,216
4074,810
4075,476
4076,743
4077,778
4078,537
4079,78
4080,422
4081,-1
4082,-1
4083,654
4084,-1
4085,625
4086,128
4087,-1
4088,-1
4089,-1
4090,-1
4091,446
4092,-1
4093,-1
4094,-1
4095,115
4096,647
4097,459
4098,459
4099,356
4100,822
4101,459
4102,822
4103,459
4104,459
4105,-1
4106,-1
4107,340
4108,598
4109,763
4110,160
4111,20
4112,515
4113,-1
4114,699
4115,-1
4116,179
4117,121
4118,587
4119,-1
4120,-1
4121,-1
4122,164
4123,164
4124,221
4125,423
4126,792
4127,166
4128,582
4129,582
4130,-1
4131,-1
4132,711
4133,590
4134,163
4135,544
4136,-1
4137,723
4138,-1
4139,-1
4140,408
4141,477
4142,754
4143,671
4144,462
4145,-1
4146,-1
4147,-1
4148,-1
4149,-1
4150,621
4151,598
4152,195
4153,623
4154,-1
4155,330
4156,391
4157,-1
4158,195
4159,699
4160,-1
4161,-1
4162,759
4163,759
4164,210
4165,576
4166,-1
4167,-1
4168,610
4169,166
4170,-1
4171,-1
4172,-1
4173,-1
4174,-1
4175,-1
4176,-1
4177,-1
4178,427
4179,426
4180,-1
4181,-1
4182,-1
4183,-1
4184,-1
4185,-1
4186,712
4187,-1
4188,271
4189,274
4190,-1
4191,-1
4192,238
4193,-1
4194,271
4195,238
4196,-1
4197,569
4198,569
4199,-1
4200,354
4201,-1
4202,-1
4203,428
4204,-1
4205,-1
4206,428
4207,600
4208,-1
4209,168
4210,430
4211,337
4212,430
4213,-1
4214,-1
4215,44
4216,364
4217,-1
4218,-1
4219,521
4220,382
4221,337
4222,-1
4223,777
4224,529
4225,-1
4226,-1
4227,546
4228,-1
4229,735
4230,290
4231,290
4232,427
4233,428
4234,427
4235,-1
4236,784
4237,785
4238,525
4239,18
4240,565
4241,-1
4242,627
4243,-1
4244,723
4245,172
4246,-1
4247,-1
4248,729
4249,729
4250,552
4251,-1
4252,580
4253,262
4254,-1
4255,730
4256,-1
4257,515
4258,595
4259,647
4260,-1
4261,-1
4262,-1
4263,46
4264,46
4265,510
4266,-1
4267,786
4268,422
4269,416
4270,-1
4271,292
4272,454
4273,600
4274,616
4275,601
4276,521
4277,46
4278,559
4279,-1
4280,159
4281,368
4282,46
4283,119
4284,119
4285,720
4286,647
4287,-1
4288,-1
4289,-1
4290,-1
4291,413
4292,413
4293,781
4294,-1
4295,720
4296,-1
4297,213
4298,437
4299,-1
4300,355
4301,-1
4302,409
4303,402
4304,-1
4305,627
4306,-1
4307,251
4308,-1
4309,3
4310,3
4311,-1
4312,318
4313,-1
4314,-1
4315,316
4316,-1
4317,-1
4318,-1
4319,-1
4320,-1
4321,-1
4322,-1
4323,160
4324,252
4325,193
4326,-1
4327,-1
4328,-1
4329,-1
4330,791
4331,551
4332,190
4333,139
4334,404
4335,55
4336,-1
4337,-1
4338,19
4339,488
4340,488
4341,488
4342,-1
4343,-1
4344,-1
4345,665
4346,-1
4347,-1
4348,595
4349,555
4350,-1
4351,463
4352,476
4353,-1
4354,638
4355,463
4356,-1
4357,638
4358,-1
4359,321
4360,321
4361,321
4362,-1
4363,675
4364,300
4365,369
4366,-1
4367,-1
4368,738
4369,696
4370,-1
4371,167
4372,-1
4373,-1
4374,-1
4375,-1
4376,-1
4377,610
4378,-1
4379,-1
4380,190
4381,216
4382,143
4383,-1
4384,727
4385,778
4386,195
4387,-1
4388,-1
4389,547
4390,653
4391,-1
4392,655
4393,509
4394,469
4395,-1
4396,418
4397,5
4398,-1
4399,-1
4400,-1
4401,-1
4402,-1
4403,-1
4404,-1
4405,-1
4406,738
4407,345
4408,510
4409,510
4410,510
4411,111
4412,111
4413,111
4414,446
4415,446
4416,-1
4417,-1
4418,112
4419,-1
4420,134
4421,611
4422,-1
4423,530
4424,530
4425,-1
4426,341
4427,131
4428,301
4429,-1
4430,291
4431,-1
4432,291
4433,290
4434,514
4435,-1
4436,47
4437,-1
4438,-1
4439,-1
4440,-1
4441,-1
4442,253
4443,253
4444,253
4445,-1
4446,-1
4447,614
4448,257
4449,148
4450,-1
4451,344
4452,429
4453,488
4454,447
4455,-1
4456,-1
4457,363
4458,-1
4459,-1
4460,737
4461,737
4462,201
4463,201
4464,829
4465,201
4466,9
4467,-1
4468,614
4469,363
4470,735
4471,786
4472,-1
4473,201
4474,201
4475,388
4476,-1
4477,366
4478,766
4479,574
4480,-1
4481,-1
4482,-1
4483,134
4484,-1
4485,-1
4486,-1
4487,-1
4488,-1
4489,-1
4490,258
4491,595
4492,737
4493,242
4494,-1
4495,-1
4496,-1
4497,457
4498,-1
4499,457
4500,-1
4501,635
4502,-1
4503,457
4504,457
4505,493
4506,692
4507,291
4508,-1
4509,757
4510,47
4511,678
4512,678
4513,-1
4514,377
4515,558
4516,404
4517,514
4518,692
4519,-1
4520,364
4521,-1
4522,-1
4523,-1
4524,-1
4525,746
4526,-1
4527,-1
4528,151
4529,-1
4530,102
4531,11
4532,-1
4533,-1
4534,-1
4535,-1
4536,-1
4537,555
4538,-1
4539,-1
4540,-1
4541,-1
4542,154
4543,708
4544,-1
4545,708
4546,791
4547,573
4548,573
4549,-1
4550,15
4551,708
4552,-1
4553,409
4554,-1
4555,685
4556,-1
4557,-1
4558,664
4559,172
4560,348
4561,708
4562,-1
4563,-1
4564,176
4565,495
4566,349
4567,370
4568,-1
4569,835
4570,-1
4571,342
4572,-1
4573,570
4574,-1
4575,657
4576,-1
4577,-1
4578,-1
4579,-1
4580,-1
4581,-1
4582,316
4583,688
4584,-1
4585,291
4586,763
4587,763
4588,555
4589,16
4590,-1
4591,85
4592,-1
4593,378
4594,-1
4595,285
4596,-1
4597,665
4598,150
4599,-1
4600,-1
4601,-1
4602,801
4603,657
4604,-1
4605,181
4606,-1
4607,366
4608,-1
4609,281
4610,696
4611,-1
4612,270
4613,272
4614,270
4615,713
4616,742
4617,350
4618,-1
4619,-1
4620,708
4621,455
4622,-1
4623,522
4624,419
4625,419
4626,-1
4627,-1
4628,537
4629,72
4630,72
4631,-1
4632,243
4633,-1
4634,-1
4635,701
4636,-1
4637,51
4638,145
4639,205
4640,-1
4641,320
4642,-1
4643,255
4644,-1
4645,761
4646,-1
4647,255
4648,311
4649,-1
4650,601
4651,735
4652,-1
4653,456
4654,-1
4655,-1
4656,578
4657,-1
4658,687
4659,-1
4660,-1
4661,-1
4662,567
4663,223
4664,593
4665,-1
4666,-1
4667,763
4668,-1
4669,-1
4670,19
4671,-1
4672,-1
4673,-1
4674,650
4675,141
4676,515
4677,-1
4678,542
4679,335
4680,139
4681,713
4682,345
4683,-1
4684,-1
4685,-1
4686,311
4687,386
4688,669
4689,35
4690,-1
4691,348
4692,769
4693,748
4694,-1
4695,-1
4696,-1
4697,314
4698,447
4699,825
4700,123
4701,46
4702,111
4703,356
4704,111
4705,111
4706,209
4707,111
4708,-1
4709,-1
4710,521
4711,631
4712,706
4713,620
4714,401
4715,-1
4716,302
4717,302
4718,221
4719,320
4720,171
4721,-1
4722,341
4723,557
4724,-1
4725,644
4726,674
4727,30
4728,347
4729,557
4730,205
4731,613
4732,-1
4733,-1
4734,2
4735,-1
4736,644
4737,377
4738,-1
4739,722
4740,-1
4741,589
4742,-1
4743,724
4744,-1
4745,-1
4746,27
4747,-1
4748,104
4749,268
4750,426
4751,755
4752,268
4753,-1
4754,215
4755,104
4756,-1
4757,514
4758,-1
4759,-1
4760,-1
4761,-1
4762,-1
4763,104
4764,-1
4765,375
4766,794
4767,-1
4768,563
4769,563
4770,275
4771,674
4772,215
4773,388
4774,72
4775,106
4776,133
4777,-1
4778,646
4779,723
4780,33
4781,-1
4782,616
4783,616
4784,-1
4785,-1
4786,662
4787,678
4788,-1
4789,288
4790,288
4791,549
4792,-1
4793,785
4794,195
4795,439
4796,-1
4797,292
4798,360
4799,-1
4800,438
4801,-1
4802,850
4803,-1
4804,-1
4805,519
4806,850
4807,-1
4808,519
4809,369
4810,-1
4811,-1
4812,527
4813,-1
4814,221
4815,658
4816,338
4817,446
4818,-1
4819,786
4820,-1
4821,-1
4822,-1
4823,621
4824,675
4825,675
4826,341
4827,-1
4828,507
4829,690
4830,676
4831,-1
4832,-1
4833,539
4834,-1
4835,-1
4836,-1
4837,440
4838,-1
4839,-1
4840,506
4841,-1
4842,-1
4843,-1
4844,133
4845,506
4846,133
4847,508
4848,508
4849,-1
4850,-1
4851,-1
4852,-1
4853,410
4854,-1
4855,673
4856,-1
4857,577
4858,17
4859,850
4860,-1
4861,142
4862,787
4863,652
4864,707
4865,354
4866,533
4867,-1
4868,507
4869,-1
4870,420
4871,-1
4872,-1
4873,127
4874,645
4875,101
4876,-1
4877,645
4878,543
4879,323
4880,323
4881,323
4882,-1
4883,-1
4884,595
4885,-1
4886,329
4887,-1
4888,749
4889,-1
4890,494
4891,-1
4892,642
4893,-1
4894,323
4895,323
4896,780
4897,-1
4898,-1
4899,-1
4900,177
4901,732
4902,130
4903,647
4904,222
4905,-1
4906,-1
4907,194
4908,-1
4909,-1
4910,-1
4911,527
4912,-1
4913,695
4914,438
4915,583
4916,730
4917,-1
4918,833
4919,833
4920,-1
4921,633
4922,357
4923,-1
4924,853
4925,634
4926,853
4927,-1
4928,237
4929,158
4930,229
4931,297
4932,685
4933,685
4934,294
4935,-1
4936,-1
4937,-1
4938,518
4939,666
4940,-1
4941,693
4942,-1
4943,62
4944,62
4945,-1
4946,58
4947,-1
4948,-1
4949,835
4950,835
4951,-1
4952,60
4953,57
4954,61
4955,63
4956,236
4957,-1
4958,-1
4959,-1
4960,551
4961,68
4962,222
4963,-1
4964,-1
4965,649
4966,508
4967,685
4968,-1
4969,-1
4970,-1
4971,-1
4972,649
4973,-1
4974,513
4975,513
4976,-1
4977,741
4978,335
4979,-1
4980,59
4981,520
4982,-1
4983,473
4984,-1
4985,477
4986,478
4987,478
4988,477
4989,478
4990,478
4991,478
4992,-1
4993,-1
4994,477
4995,-1
4996,656
4997,478
4998,478
4999,478
5000,464
5001,-1
5002,464
5003,599
5004,96
5005,783
5006,-1
5007,-1
5008,832
5009,735
5010,-1
5011,174
5012,-1
5013,-1
5014,58
5015,58
5016,817
5017,-1
5018,97
5019,97
5020,-1
5021,445
5022,449
5023,449
5024,449
5025,210
5026,210
5027,-1
5028,345
5029,-1
5030,-1
5031,449
5032,234
5033,330
5034,477
5035,-1
5036,205
5037,-1
5038,-1
5039,-1
5040,209
5041,-1
5042,750
5043,216
5044,5
5045,286
5046,-1
5047,304
5048,762
5049,691
5050,379
5051,270
5052,763
5053,320
5054,-1
5055,-1
5056,291
5057,840
5058,688
5059,120
5060,-1
5061,-1
5062,-1
5063,-1
5064,752
5065,503
5066,498
5067,739
5068,-1
5069,26
5070,215
5071,458
5072,471
5073,503
5074,-1
5075,-1
5076,574
5077,-1
5078,5
5079,5
5080,5
5081,5
5082,-1
5083,5
5084,-1
5085,381
5086,5
5087,594
5088,401
5089,5
5090,467
5091,-1
5092,467
5093,-1
5094,446
5095,136
5096,-1
5097,499
5098,499
5099,-1
5100,244
5101,-1
5102,586
5103,-1
5104,760
5105,-1
5106,722
5107,613
5108,511
5109,524
5110,202
5111,-1
5112,332
5113,-1
5114,-1
5115,-1
5116,-1
5117,181
5118,829
5119,776
5120,499
5121,-1
5122,661
5123,346
5124,-1
5125,-1
5126,652
5127,-1
5128,-1
5129,219
5130,236
5131,353
5132,353
5133,340
5134,342
5135,-1
5136,96
5137,744
5138,-1
5139,604
5140,332
5141,332
5142,-1
5143,756
5144,-1
5145,647
5146,15
5147,362
5148,-1
5149,14
5150,-1
5151,782
5152,211
5153,276
5154,-1
5155,45
5156,643
5157,744
5158,310
5159,347
5160,698
5161,311
5162,656
5163,-1
5164,673
5165,460
5166,263
5167,263
5168,564
5169,-1
5170,768
5171,263
5172,-1
5173,-1
5174,320
5175,833
5176,-1
5177,423
5178,357
5179,-1
5180,-1
5181,20
5182,782
5183,415
5184,-1
5185,-1
5186,-1
5187,638
5188,-1
5189,-1
5190,-1
5191,826
5192,507
5193,-1
5194,284
5195,234
5196,-1
5197,289
5198,-1
5199,-1
5200,289
5201,773
5202,12
5203,12
5204,-1
5205,230
5206,289
5207,-1
5208,694
5209,-1
5210,330
5211,5
5212,330
5213,-1
5214,109
5215,467
5216,-1
5217,341
5218,238
5219,632
5220,632
5221,513
5222,-1
5223,5
5224,749
5225,-1
5226,158
5227,146
5228,-1
5229,-1
5230,-1
5231,-1
5232,-1
5233,-1
5234,-1
5235,393
5236,-1
5237,-1
5238,458
5239,-1
5240,65
5241,763
5242,675
5243,421
5244,-1
5245,370
5246,412
5247,499
5248,-1
5249,626
5250,-1
5251,-1
5252,408
5253,349
5254,783
5255,689
5256,-1
5257,-1
5258,320
5259,732
5260,732
5261,-1
5262,258
5263,765
5264,258
5265,258
5266,-1
5267,-1
5268,-1
5269,845
5270,332
5271,241
5272,713
5273,529
5274,303
5275,544
5276,34
5277,-1
5278,-1
5279,537
5280,761
5281,-1
5282,-1
5283,261
5284,261
5285,-1
5286,18
5287,461
5288,-1
5289,340
5290,261
5291,455
5292,243
5293,758
5294,493
5295,107
5296,303
5297,292
5298,758
5299,-1
5300,-1
5301,-1
5302,-1
5303,356
5304,389
5305,389
5306,389
5307,-1
5308,-1
5309,580
5310,725
5311,597
5312,166
5313,851
5314,108
5315,-1
5316,-1
5317,291
5318,382
5319,366
5320,822
5321,-1
5322,543
5323,-1
5324,-1
5325,294
5326,-1
5327,-1
5328,-1
5329,383
5330,-1
5331,730
5332,-1
5333,723
5334,-1
5335,-1
5336,-1
5337,-1
5338,136
5339,346
5340,-1
5341,-1
5342,-1
5343,-1
5344,845
5345,499
5346,628
5347,184
5348,537
5349,336
5350,787
5351,826
5352,355
5353,817
5354,668
5355,-1
5356,684
5357,-1
5358,356
